,sr_open_date,sr_close_date,activity_type_std,Cos,hour,dummy_sr_number,dummy_sysid,dummy_part_number
73350,2017-10-18,2018-11-07,Field Service,426.9234632,0.0,sr856,sys648,part103
73352,2017-03-27,2017-05-05,Field Service,211.2419901,0.0,sr2777,sys1917,part11
73365,2017-11-20,2017-12-23,Field Service,2093.49959,0.0,sr7102,sys619,part233
73369,2018-05-14,2018-06-23,Field Service,467.3025605,0.0,sr4711,sys586,part372
73376,2021-02-24,2021-03-29,,46.26465869,0.0,sr9429,sys1063,part76
73380,2018-04-06,2018-09-07,,0.962499436,0.0,sr6096,sys716,part28
73382,2019-10-10,2019-11-24,Field Service,78.28178963,0.0,sr1736,sys1825,part83
73386,2017-07-19,2017-06-10,Field Service,752.025838,0.0,sr4579,sys921,part77
73392,2018-06-14,2018-07-17,Field Service,2647.108205,0.0,sr3118,sys2029,part4
73398,2020-02-03,2020-04-16,,6.945828816000001,0.0,sr298,sys671,part369
73402,2021-04-19,2021-05-22,,34.3385424,0.0,sr2209,sys453,part75
73407,2018-06-02,2018-03-23,Field Service,141.8092801,0.0,sr6909,sys742,part36
73423,2017-10-07,2017-12-08,Field Service,2063.516453,0.0,sr4346,sys1720,part88
73425,2018-04-10,2018-11-13,Field Service,417.3365978,0.0,sr15177,sys1449,part273
73430,2019-01-25,2019-04-03,,12.716274199999999,0.0,sr5465,sys771,part38
73447,2019-03-15,2019-04-28,Field Service,0.67109491,0.0,sr6171,sys1657,part69
73451,2019-10-16,2020-02-18,,53.77233193,0.0,sr2933,sys810,part5
73457,2013-07-30,2013-10-15,Field Service,0.0,0.0,sr529,sys827,part1168
73469,2021-04-01,2021-06-02,Field Service,187.42244,0.0,sr4184,sys591,part10
73480,2019-09-09,2019-10-13,,45.81905055,0.0,sr8022,sys1087,part72
73483,2019-03-06,2019-12-07,,84.40447805,0.0,sr3728,sys1575,part17
73484,2019-02-08,2019-10-09,Field Service,271.89927819999997,0.0,sr2517,sys1575,part7
73489,2019-08-26,2019-04-10,,5.9740807,0.0,sr5629,sys1092,part344
73495,2019-10-01,2019-02-16,Field Service,356.147409,0.0,sr13517,sys2331,part30
73507,2020-03-10,2021-01-15,,36.78078684,0.0,sr3496,sys981,part21
73516,2018-08-13,2018-09-15,,29.694476799999997,0.0,sr6947,sys1824,part5
73519,2018-11-01,2018-02-16,Field Service,333.8528309,0.0,sr13138,sys1824,part26
73522,2021-01-07,2021-09-16,,37.71722527,0.0,sr7061,sys1824,part703
73543,2019-01-18,2019-03-20,Field Service,83.71328956,0.0,sr176,sys1923,part111
73556,2018-05-14,2018-06-16,Field Service,582.9143149,0.0,sr12317,sys1924,part37
73564,2017-02-20,2017-03-27,Field Service,76.80585946,0.0,sr409,sys2010,part45
73571,2016-07-25,2016-05-09,Field Service,101.57724559999998,0.0,sr7797,sys1956,part42
73576,2018-06-26,2018-08-14,Field Service,232.35088650000003,0.0,sr7856,sys1023,part149
73577,2020-10-26,2020-04-12,Field Service,1720.6740829999999,0.0,sr5065,sys1023,part153
73585,2021-06-05,2021-06-16,Field Service,996.4507380000001,0.0,sr5020,sys792,part19
73588,2021-02-24,2021-02-04,,30.64471879,0.0,sr4234,sys2369,part5
73595,2018-05-07,2018-07-26,,3.721159988,0.0,sr9585,sys1827,part57
73596,2019-04-16,2019-05-16,Field Service,294.16341780000005,0.0,sr7147,sys1743,part54
73599,2018-04-05,2018-06-27,,365.35877860000005,0.0,sr4285,sys2054,part137
73601,2017-02-14,2017-02-22,,838.0783504,0.0,sr21596,sys1746,part435
73615,2020-08-31,2020-07-09,Field Service,1229.3872509999999,0.0,sr568,sys1747,part53
73618,2020-12-24,2021-07-01,Field Service,235.0857569,0.0,sr3677,sys1704,part24
73626,2017-11-13,2017-11-28,,2114.090977,0.0,sr7803,sys1774,part233
73630,2018-02-11,2019-01-24,,103.9617301,0.0,sr115,sys1964,part78
73640,2021-12-02,2021-02-03,Field Service,179.8992153,0.0,sr2602,sys1847,part10
73649,2020-05-19,2020-06-28,,858.1776049,0.0,sr5699,sys1563,part8
73657,2016-08-18,2016-03-10,,188.7444227,0.0,sr997,sys1731,part271
73661,2021-03-18,2021-06-28,Field Service,64.45273921,0.0,sr8903,sys2001,part9
73662,2019-08-30,2019-10-23,Field Service,0.0,0.0,sr123,sys1908,part238
73669,2020-12-08,2020-09-18,Field Service,874.7220078,0.0,sr1234,sys1670,part1
73678,2018-12-03,2018-07-20,Field Service,7469.46,0.0,sr410,sys2035,part170
73685,2021-01-03,2021-09-03,Remote Service,932.9,0.0,sr2246,sys2069,part8
73693,2019-11-28,2019-12-20,,360.01,0.0,sr4992,sys1543,part103
73695,2019-04-25,2019-06-28,Field Service,193.27,0.0,sr8413,sys2160,part15
73697,2021-06-22,2021-09-20,,96.28,0.0,sr6894,sys1571,part130
73700,2018-03-13,2018-08-04,Field Service,254.96,0.0,sr788,sys1520,part157
73701,2019-02-19,2019-05-31,,74.56,0.0,sr11145,sys1620,part18
73710,2017-11-30,2018-02-03,Field Service,2773.5,0.0,sr5839,sys1728,part126
73717,2019-11-12,2020-03-01,,1.32,0.0,sr6028,sys2332,part115
73719,2015-12-20,2017-11-28,,12853.47,0.0,sr832,sys1496,part16
73722,2018-01-23,2018-02-02,Field Service,112.12,0.0,sr1150,sys1382,part120
73723,2019-01-29,2019-05-04,,12.2,0.0,sr432,sys1382,part427
73724,2021-01-14,2021-12-02,,205.14,0.0,sr15120,sys1954,part15
73733,2018-01-16,2018-02-23,,13.99319106,0.0,sr159,sys680,part213
73737,2018-09-10,2018-11-16,Field Service,313.4,0.0,sr5278,sys1686,part59
73742,2016-08-06,2016-06-09,Field Service,18046.7,0.0,sr237,sys2098,part3
73745,2020-08-22,2020-12-31,Field Service,1510.95,0.0,sr1544,sys1615,part146
73750,2017-01-30,2017-01-08,Field Service,116.17,0.0,sr5,sys1611,part717
73753,2017-03-30,2017-04-20,Field Service,4961.23,0.0,sr6021,sys2145,part195
73757,2020-09-17,2020-08-10,Field Service,58.37,0.0,sr991,sys1895,part70
73761,2018-09-17,2018-06-10,,6.333212495,0.0,sr2788,sys1876,part33
73763,2020-02-07,2020-07-21,Field Service,544.7356896000001,0.0,sr517,sys1645,part112
73766,2019-09-27,2019-08-10,,84.00344216,0.0,sr5872,sys1645,part17
73769,2020-02-14,2020-12-03,Field Service,252.96444849999997,0.0,sr7876,sys1682,part24
73771,2020-10-07,2020-07-21,,28.58271319,0.0,sr2297,sys1549,part5
73772,2019-02-07,2019-08-19,,19.80925211,0.0,sr606,sys1549,part287
73786,2019-12-26,2020-01-31,Field Service,241.3687508,0.0,sr3324,sys2002,part24
73796,2018-02-28,2018-06-04,Field Service,132.5833652,0.0,sr174,sys1606,part78
73798,2017-05-15,2017-06-18,Field Service,17004.18978,0.0,sr608,sys2147,part2
73800,2017-06-28,2017-05-09,Field Service,994.0704163999999,0.0,sr3760,sys2071,part31
73808,2019-03-29,2019-07-06,Field Service,789.1548584,0.0,sr4342,sys735,part267
73809,2018-06-19,2018-10-16,,443.7474534,0.0,sr4088,sys735,part207
73810,2020-04-06,2020-07-17,,30.30122233,0.0,sr7552,sys735,part23
73821,2017-03-01,2017-04-02,Field Service,1399.641793,0.0,sr2857,sys2182,part227
73832,2019-07-29,2019-03-09,Field Service,80.75115473,0.0,sr7505,sys1243,part1235
73834,2016-12-19,2016-12-30,Field Service,316.20164489999996,0.0,sr12041,sys1243,part30
73844,2019-03-15,2019-12-05,Field Service,80.80678689,0.0,sr379,sys891,part68
73857,2020-05-06,2020-07-24,Field Service,13814.14695,0.0,sr1225,sys1524,part3
73858,2017-03-24,2017-04-28,Field Service,182.5818722,0.0,sr782,sys1524,part303
73859,2020-07-07,2020-08-14,Field Service,406.4434829,0.0,sr6871,sys1524,part55
73860,2017-11-29,2018-01-21,,37.67041894,0.0,sr5053,sys1524,part48
73875,2020-11-09,2020-10-20,,32.6605981,0.0,sr8071,sys797,part23
73880,2018-03-15,2018-04-23,Field Service,248.21144180000002,0.0,sr2852,sys649,part6
73887,2019-02-01,2019-02-21,Field Service,14964.33719,0.0,sr934,sys605,part2
73889,2020-06-18,2020-07-24,Field Service,2395.214872,0.0,sr893,sys744,part4
73896,2020-09-23,2020-10-27,,14.95561495,0.0,sr53,sys870,part357
73897,2020-09-23,2020-10-27,,8.473268375,0.0,sr53,sys870,part225
73910,2016-07-25,2016-08-27,Field Service,275.54584980000004,0.0,sr7217,sys1333,part47
73919,2017-03-30,2017-09-05,Field Service,56.86261035,0.0,sr1866,sys1698,part46
73932,2017-02-15,2017-03-24,Field Service,678.5672841,0.0,sr5645,sys1621,part64
73946,2020-02-07,2020-08-15,,30.98896835,0.0,sr8381,sys921,part23
73948,2018-08-31,2019-02-15,Field Service,359.97424069999994,0.0,sr57,sys2133,part223
73956,2017-04-12,2018-06-01,,0.01176098,0.0,sr4128,sys1576,part715
73962,2017-09-21,2017-07-11,Field Service,379.6699403,0.0,sr1226,sys742,part52
73981,2018-07-06,2018-07-14,,36.35196041,0.0,sr3172,sys1720,part21
73993,2017-04-21,2017-05-29,Field Service,1994.3476,0.0,sr6133,sys706,part88
73994,2018-01-17,2018-02-19,Field Service,649.305447,0.0,sr779,sys1730,part122
74001,2019-10-14,2019-11-16,Field Service,14460.31412,0.0,sr803,sys686,part2
74004,2021-04-29,2021-06-22,,10.37304387,0.0,sr12550,sys686,part14
74008,2017-03-02,2017-11-03,Field Service,363.8339253,0.0,sr7089,sys810,part137
74013,2018-01-18,2018-02-23,,25.6581432,0.0,sr444,sys1446,part1144
74017,2018-01-18,2018-02-23,,0.01187877,0.0,sr444,sys1446,part383
74025,2019-02-09,2019-11-16,,9.332482808,0.0,sr3171,sys2391,part14
74026,2016-11-28,2017-07-01,Field Service,236.2926588,0.0,sr5136,sys2391,part44
74033,2020-11-26,2021-07-01,Field Service,1286.1204480000001,0.0,sr4884,sys730,part13
74037,2020-01-10,2020-03-11,Field Service,76.50325403,0.0,sr4899,sys1087,part68
74043,2017-11-07,2017-08-13,Field Service,1439.1646640000001,0.0,sr4841,sys1979,part31
74052,2020-06-22,2020-07-27,,49.94864043,0.0,sr7404,sys795,part35
74059,2017-02-10,2018-04-01,Field Service,300.2342974,0.0,sr1774,sys2274,part1133
74061,2020-06-25,2020-06-08,Field Service,181.9308809,0.0,sr9009,sys1050,part10
74066,2020-08-09,2020-10-13,,91.00171728,0.0,sr516,sys1418,part76
74076,2018-03-29,2018-05-25,,19.34001627,0.0,sr1211,sys1824,part39
74083,2020-10-11,2020-12-20,,25.8947164,0.0,sr5594,sys1901,part89
74084,2021-08-30,2021-01-09,Field Service,1560.17938,0.0,sr8507,sys2042,part359
74087,2019-01-16,2019-03-29,Field Service,106.61853980000001,0.0,sr274,sys2042,part255
74099,2021-04-13,2021-05-15,Field Service,951.15,0.0,sr1398,sys1537,part19
74115,2020-02-26,2020-04-13,,10.01677952,0.0,sr9984,sys1894,part14
74122,2019-07-02,2019-02-21,Field Service,755.0329074,0.0,sr47,sys1933,part117
74132,2018-11-14,2018-12-17,,15.21113497,0.0,sr2262,sys2010,part21
74133,2017-03-04,2017-07-23,,1839.55681,0.0,sr9710,sys2010,part546
74135,2015-02-16,2015-10-05,Field Service,208.3852902,0.0,sr4251,sys1956,part50
74141,2021-11-01,2021-04-19,Field Service,88.25387504,0.0,sr987,sys1023,part659
74143,2014-01-22,2014-06-03,Field Service,235.85433140000004,0.0,sr4642,sys1589,part1120
74153,2021-09-15,2021-09-18,Field Service,131.0988961,0.0,sr6148,sys1938,part36
74154,2020-06-30,2020-08-28,,374.9562053,0.0,sr10859,sys1588,part85
74155,2020-11-09,2020-03-10,,36.81339662,0.0,sr2816,sys1967,part172
74156,2019-02-21,2019-04-04,Field Service,889.1652206,0.0,sr10202,sys1967,part261
74157,2020-02-17,2020-09-03,Field Service,39.80310042,0.0,sr8407,sys1743,part34
74161,2020-09-09,2020-10-22,Field Service,196.6280142,0.0,sr10279,sys1891,part15
74167,2021-10-08,2021-08-26,Field Service,468.28282740000003,0.0,sr4761,sys1848,part56
74174,2020-05-19,2020-03-06,,9.903394003999999,0.0,sr8366,sys1792,part20
74175,2019-04-15,2019-04-25,,2.15341238,0.0,sr8501,sys1792,part155
74179,2019-05-08,2019-08-27,Field Service,851.5716578,0.0,sr6617,sys1805,part8
74182,2018-09-19,2018-12-28,,0.0,0.0,sr13702,sys1774,part1232
74183,2020-11-12,2021-01-21,Field Service,74.01479782,0.0,sr4544,sys1774,part570
74187,2019-03-13,2019-03-27,,20.92921471,0.0,sr6125,sys2148,part17
74191,2020-04-03,2020-07-04,,40.5497919,0.0,sr6805,sys1579,part71
74196,2019-02-19,2019-03-14,Field Service,557.0795303,0.0,sr617,sys1384,part514
74198,2017-04-10,2017-11-19,,915.2482037999998,0.0,sr427,sys1443,part214
74209,2017-08-05,2017-05-26,Field Service,274.26388910000003,0.0,sr5852,sys1458,part7
74224,2021-03-31,2021-06-07,Field Service,942.0376769999999,0.0,sr1242,sys2063,part19
74228,2016-04-10,2019-02-26,,52.41,0.0,sr3027,sys1351,part208
74244,2019-10-12,2020-07-02,Field Service,148.27,0.0,sr1928,sys1348,part390
74252,2017-12-27,2018-01-30,Field Service,197.06,0.0,sr6181,sys1571,part15
74257,2018-03-26,2018-01-05,,7.75,0.0,sr2293,sys1171,part82
74260,2019-01-31,2019-02-24,Field Service,242.93,0.0,sr2204,sys2225,part50
74261,2017-06-28,2017-10-28,,216.01,0.0,sr20665,sys1728,part15
74282,2021-09-07,2021-08-24,Field Service,95.06,0.0,sr8752,sys1710,part51
74284,2018-07-08,2018-09-25,Field Service,482.94,0.0,sr1495,sys1382,part239
74285,2019-01-29,2019-05-04,,25.9,0.0,sr432,sys1382,part98
74286,2018-01-23,2018-02-02,Field Service,482.94,0.0,sr1150,sys1382,part239
74289,2018-04-06,2018-08-31,,50.24,0.0,sr10370,sys2131,part17
74297,2017-01-09,2017-07-10,Field Service,730.5465937999999,0.0,sr6614,sys655,part151
74298,2016-09-26,2021-01-07,,141.01283,0.0,sr547,sys680,part257
74307,2020-02-07,2020-08-21,Field Service,1478.33,0.0,sr218,sys2240,part505
74315,2021-12-05,2021-03-06,Field Service,47.07,0.0,sr2848,sys1595,part242
74318,2019-01-28,2019-02-03,Field Service,792.94,0.0,sr8832,sys1611,part1
74326,2021-03-03,2021-03-16,Field Service,673.13,0.0,sr1497,sys1895,part119
74334,2018-04-05,2018-07-17,,18041.93455,0.0,sr2808,sys1549,part2
74335,2020-02-18,2020-12-03,Field Service,829.2800292000001,0.0,sr5461,sys1597,part1
74345,2019-08-11,2019-12-14,Field Service,773.3506570000001,0.0,sr6902,sys1136,part1
74349,2017-03-28,2017-05-05,Field Service,249.44838560000002,0.0,sr1672,sys1719,part81
74357,2016-09-02,2016-04-24,Field Service,8528.948629,0.0,sr117,sys1485,part132
74358,2018-09-24,2018-10-29,Field Service,828.3382852000001,0.0,sr5884,sys1485,part8
74371,2017-05-26,2017-07-07,Field Service,297.8933561,0.0,sr4518,sys735,part7
74372,2020-11-17,2021-01-22,Field Service,992.584207,0.0,sr3360,sys735,part810
74389,2020-02-28,2020-04-17,Field Service,210.97143599999998,0.0,sr1317,sys1024,part11
74391,2017-12-10,2017-11-28,Field Service,415.5081112,0.0,sr11501,sys1012,part55
74393,2017-02-27,2017-04-23,Field Service,16754.98528,0.0,sr1067,sys2273,part3
74394,2018-09-19,2018-10-20,,2.70927189,0.0,sr5050,sys1705,part198
74416,2021-03-15,2021-06-27,Field Service,77.65149316,0.0,sr326,sys2492,part358
74423,2019-10-30,2019-12-14,,1.70635465,0.0,sr2920,sys909,part28
74429,2019-10-30,2019-12-14,,1.473669925,0.0,sr2920,sys909,part41
74435,2020-10-14,2020-11-21,,13.73801106,0.0,sr9988,sys935,part38
74437,2021-03-16,2021-10-07,Field Service,247.103848,0.0,sr12754,sys935,part11
74439,2019-03-22,2019-04-25,,8.37162464,0.0,sr1182,sys637,part138
74443,2017-08-21,2017-09-30,Field Service,176.294906,0.0,sr6583,sys649,part32
74459,2020-09-23,2020-10-27,Field Service,66.74328320000001,0.0,sr53,sys870,part18
74467,2019-12-04,2019-05-18,Field Service,14885.18815,0.0,sr955,sys1333,part2
74483,2018-01-24,2018-05-03,Field Service,92.97513279,0.0,sr5776,sys1513,part105
74487,2019-04-17,2019-05-26,,5.645863575,0.0,sr128,sys619,part735
74489,2016-01-26,2016-01-03,Field Service,462.68922760000004,0.0,sr12153,sys619,part361
74500,2018-04-06,2018-09-07,,0.8568592540000001,0.0,sr6096,sys716,part41
74503,2020-10-02,2020-03-23,Field Service,192.11366519999999,0.0,sr12111,sys864,part15
74506,2018-04-13,2018-05-22,,2.785913978,0.0,sr227,sys623,part798
74515,2021-02-22,2021-04-30,,10.45782912,0.0,sr297,sys671,part14
74517,2020-02-01,2020-03-24,,20.12853497,0.0,sr1229,sys1576,part14
74520,2019-12-12,2020-01-18,Field Service,100.9648512,0.0,sr7347,sys453,part164
74522,2020-05-11,2020-08-12,,2.425041965,0.0,sr5516,sys453,part179
74524,2020-04-19,2020-05-22,,83.78152209,0.0,sr1602,sys742,part362
74530,2017-09-22,2017-10-30,Field Service,115.08966609999999,0.0,sr12032,sys1018,part42
74544,2020-08-07,2020-08-14,Field Service,194.7492496,0.0,sr9497,sys663,part15
74545,2017-11-14,2017-12-18,Field Service,63.25712878,0.0,sr4250,sys663,part46
74557,2020-02-26,2020-04-19,Field Service,13593.52795,0.0,sr2564,sys757,part2
74561,2019-09-23,2019-11-24,Field Service,14482.060269999998,0.0,sr44,sys932,part2
74577,2020-08-10,2020-11-14,Field Service,14829.07351,0.0,sr1978,sys810,part3
74584,2018-03-13,2018-05-13,Field Service,651.3984617000001,0.0,sr15691,sys827,part139
74590,2019-09-18,2019-10-22,Field Service,1134.057566,0.0,sr3344,sys695,part13
74592,2020-12-28,2021-06-02,,43.26594488,0.0,sr5379,sys1002,part205
74596,2018-07-30,2018-02-09,Field Service,85.569991,0.0,sr343,sys591,part83
74603,2019-06-06,2019-07-23,,46.03779258,0.0,sr6518,sys1087,part72
74604,2018-03-21,2018-11-10,Field Service,250.09675,0.0,sr952,sys1087,part149
74614,2016-02-12,2017-03-14,Field Service,488.719037,0.0,sr208,sys927,part78
74622,2019-09-27,2019-03-11,Field Service,2241.540598,0.0,sr7884,sys795,part4
74626,2018-05-30,2018-06-07,Field Service,2647.108205,0.0,sr5762,sys1418,part4
74627,2017-03-15,2017-12-04,Field Service,16821.61611,0.0,sr664,sys1418,part2
74628,2020-09-21,2020-10-30,,41.39458243,0.0,sr10924,sys1418,part527
74630,2015-05-05,2015-06-07,Field Service,659.746138,0.0,sr9025,sys1824,part301
74631,2019-06-13,2019-07-28,,10.77076959,0.0,sr3907,sys1939,part12
74632,2018-02-20,2018-06-04,Field Service,800.744095,0.0,sr3236,sys2087,part113
74634,2021-02-23,2021-09-03,Field Service,1243.2304880000002,0.0,sr7284,sys1955,part13
74639,2019-10-01,2019-12-02,Field Service,121.85378349999999,0.0,sr1759,sys1660,part885
74650,2019-01-14,2019-03-31,Field Service,222.68,0.0,sr5632,sys1584,part6
74651,2017-03-29,2017-05-13,,6538.48,0.0,sr638,sys1537,part66
74660,2018-11-26,2019-02-14,Field Service,108.20872820000001,0.0,sr24,sys1479,part175
74661,2020-08-28,2020-02-10,Field Service,267.1699856,0.0,sr4223,sys1479,part375
74663,2020-11-17,2021-01-18,,12.0069151,0.0,sr1637,sys1375,part12
74667,2020-11-17,2021-01-18,Field Service,43.23044219,0.0,sr1637,sys1375,part787
74672,2021-07-01,2021-02-14,Field Service,385.27110560000006,0.0,sr10249,sys1889,part52
74677,2020-02-21,2020-03-25,,4.58147264,0.0,sr3020,sys2338,part951
74678,2018-10-12,2019-01-19,,0.0,0.0,sr13847,sys1924,part487
74681,2021-06-04,2021-05-28,Field Service,195.106543,0.0,sr4753,sys1886,part67
74697,2018-07-31,2018-01-09,Field Service,12713.01748,0.0,sr2201,sys860,part16
74705,2018-10-18,2018-07-12,,30.2852127,0.0,sr6205,sys1148,part143
74710,2019-01-23,2019-06-02,Field Service,294.33479910000005,0.0,sr5083,sys1756,part18
74713,2020-06-03,2020-04-22,Field Service,57.46352220000001,0.0,sr11528,sys1588,part9
74716,2020-07-21,2020-08-25,Field Service,83.30292451,0.0,sr10565,sys1561,part404
74717,2020-12-02,2020-02-29,,10.1330662,0.0,sr3966,sys1561,part14
74718,2018-10-22,2018-10-30,Field Service,17167.42972,0.0,sr6983,sys1561,part2
74724,2021-09-07,2021-09-16,Field Service,716.8798346,0.0,sr966,sys1891,part113
74747,2019-09-10,2020-07-03,,133.11140490000003,0.0,sr1643,sys1774,part25
74751,2021-07-06,2021-07-17,Field Service,714.7170794,0.0,sr1377,sys1579,part119
74755,2020-09-07,2020-08-23,,61.05437884,0.0,sr3562,sys1847,part9
74757,2019-10-21,2019-11-29,,10.37036541,0.0,sr4172,sys1443,part12
74762,2018-11-15,2018-12-21,,35.76997737,0.0,sr11571,sys1563,part392
74763,2020-06-29,2020-08-25,,18.59018,0.0,sr8405,sys1563,part95
74779,2017-07-08,2017-10-10,Field Service,220.12388900000002,0.0,sr9550,sys1908,part15
74785,2020-01-27,2020-04-24,Field Service,148.27,0.0,sr2869,sys1351,part390
74787,2021-02-26,2021-03-26,,451.95,0.0,sr19263,sys1974,part692
74797,2020-01-22,2020-04-16,Field Service,122.78,0.0,sr7615,sys1761,part18
74799,2020-09-11,2020-11-22,Field Service,2009.15,0.0,sr5116,sys1986,part171
74807,2021-03-25,2021-04-14,Field Service,1422.38,0.0,sr1375,sys1571,part133
74808,2021-01-18,2021-04-26,,53.46,0.0,sr1447,sys1520,part208
74809,2017-12-04,2017-01-05,Field Service,247.14,0.0,sr12083,sys1620,part91
74813,2021-02-19,2021-04-22,Field Service,482.85,0.0,sr31,sys2286,part22
74820,2019-05-20,2019-06-16,,28.37,0.0,sr4436,sys2225,part5
74822,2019-11-18,2019-12-22,,22.05,0.0,sr1532,sys1728,part366
74824,2020-05-02,2020-07-03,Field Service,189.78,0.0,sr762,sys1728,part51
74826,2015-08-21,2017-11-27,,45.94,0.0,sr15281,sys1728,part312
74844,2017-03-11,2017-12-15,,19.08,0.0,sr768,sys1382,part17
74848,2019-11-15,2019-12-19,,277.69,0.0,sr253,sys2343,part990
74850,2020-09-16,2021-07-02,Field Service,64.57101247,0.0,sr12788,sys680,part1092
74859,2021-03-03,2021-08-04,Field Service,68.52,0.0,sr1540,sys1615,part689
74861,2020-01-04,2020-11-05,Field Service,184.17,0.0,sr8070,sys1896,part18
74866,2017-03-13,2017-04-24,Field Service,216.01,0.0,sr11465,sys1611,part15
74897,2015-11-30,2016-01-18,Field Service,12420.89661,0.0,sr942,sys1485,part16
74905,2019-01-14,2019-04-05,Field Service,291.60285760000005,0.0,sr3244,sys2251,part454
74908,2018-10-01,2018-02-13,Field Service,984.8213056,0.0,sr1979,sys2147,part31
74910,2018-05-22,2018-07-17,,46.47125625,0.0,sr2208,sys2147,part71
74914,2020-01-13,2020-02-15,,17.11314913,0.0,sr3311,sys968,part21
74915,2016-12-15,2017-01-23,Field Service,58.04073502,0.0,sr3225,sys968,part93
74917,2019-11-14,2019-12-31,Field Service,773.3506570000001,0.0,sr2867,sys735,part1
74921,2018-10-26,2018-12-13,Field Service,184.6131293,0.0,sr2169,sys735,part253
74923,2019-07-11,2019-12-17,Field Service,2253.0834879999998,0.0,sr433,sys735,part4
74924,2020-10-15,2020-10-12,Field Service,73.24578749,0.0,sr672,sys735,part251
74931,2016-12-21,2017-01-29,Field Service,566.1352137,0.0,sr5595,sys2269,part7
74935,2018-06-22,2018-08-26,Field Service,250.62020139999998,0.0,sr391,sys1116,part44
74948,2020-06-18,2020-07-21,,27.948369800000002,0.0,sr3482,sys2626,part5
74951,2018-11-01,2018-03-06,,31.478740500000004,0.0,sr2093,sys2005,part43
74953,2019-06-26,2019-07-28,,23.85934477,0.0,sr3320,sys2451,part910
74986,2019-09-10,2019-02-12,Field Service,111.6997482,0.0,sr2290,sys909,part63
74993,2019-06-13,2019-10-08,Field Service,406.9098685,0.0,sr5366,sys2117,part79
74994,2020-09-10,2020-11-17,Field Service,14829.07351,0.0,sr85,sys637,part3
74998,2017-05-24,2017-03-07,Field Service,84.68993829,0.0,sr3708,sys649,part45
75004,2018-03-04,2018-08-05,,19.0946051,0.0,sr2278,sys2209,part61
75005,2018-12-01,2018-02-17,,30.4096512,0.0,sr7801,sys605,part5
75007,2020-09-23,2020-10-27,,0.367372475,0.0,sr53,sys870,part589
75008,2018-06-26,2018-12-15,,71.29116039,0.0,sr2149,sys870,part136
75009,2016-10-17,2016-11-22,Field Service,608.7558425,0.0,sr2355,sys870,part7
75018,2021-10-05,2021-04-07,,9.8790894,0.0,sr2351,sys1547,part189
75019,2020-08-13,2020-09-17,,9.120051125,0.0,sr12123,sys1547,part507
75023,2017-05-12,2017-12-22,Field Service,314.9237615,0.0,sr66,sys745,part154
75027,2017-07-14,2017-11-09,Field Service,497.03520819999994,0.0,sr13701,sys1513,part31
75035,2018-05-06,2018-09-07,Field Service,2046.1329469999998,0.0,sr2202,sys1621,part128
75039,2019-11-10,2019-11-16,Field Service,2596.107798,0.0,sr1415,sys1063,part84
75049,2020-02-24,2020-03-31,Field Service,62.83625365,0.0,sr7846,sys716,part9
75054,2019-02-09,2019-12-10,Field Service,104.2108752,0.0,sr45,sys864,part255
75056,2019-12-24,2020-07-02,,231.6669888,0.0,sr609,sys623,part89
75058,2020-05-27,2020-03-07,Field Service,97.75332646,0.0,sr4291,sys921,part105
75060,2018-07-05,2018-10-06,,25.57777944,0.0,sr2934,sys2029,part136
75061,2018-04-26,2018-04-10,,32.66669045,0.0,sr107,sys2133,part43
75064,2018-01-25,2018-03-30,,44.5453875,0.0,sr6387,sys671,part71
75072,2017-11-04,2017-05-14,Field Service,289.28058569999996,0.0,sr4942,sys1018,part7
75075,2020-04-16,2020-05-19,,10.51601059,0.0,sr512,sys618,part20
75081,2018-04-30,2018-04-06,Field Service,976.9621221000001,0.0,sr5440,sys854,part1
75085,2020-03-16,2020-02-05,,64.41661179,0.0,sr1163,sys1720,part207
75095,2018-09-25,2018-10-27,Field Service,70.61474042,0.0,sr8148,sys757,part322
75105,2020-09-28,2020-02-11,Field Service,1050.686391,0.0,sr5122,sys706,part19
75114,2020-03-07,2020-09-08,Field Service,195.761226,0.0,sr5978,sys1663,part124
75116,2020-11-23,2021-06-02,,24.13212492,0.0,sr99,sys686,part152
75120,2018-01-18,2018-02-23,Field Service,2678.9002100000002,0.0,sr444,sys1446,part4
75135,2018-08-22,2018-09-23,,48.18392837,0.0,sr1350,sys695,part508
75143,2019-04-02,2019-08-03,Field Service,175.5555831,0.0,sr1814,sys591,part10
75153,2018-06-03,2018-04-23,Field Service,248.21144180000002,0.0,sr5806,sys1087,part6
75173,2016-02-12,2017-03-14,Field Service,282.8750293,0.0,sr208,sys927,part154
75174,2016-02-12,2017-03-14,Field Service,124.53348490000002,0.0,sr208,sys927,part104
75176,2020-07-07,2020-08-18,,95.28320674,0.0,sr2193,sys795,part17
75177,2018-04-16,2018-04-28,Field Service,354.8958559,0.0,sr11634,sys795,part30
75178,2020-07-07,2020-08-18,Field Service,728.9716281000001,0.0,sr2193,sys795,part29
75191,2019-03-19,2019-04-25,Field Service,132.2625697,0.0,sr680,sys1418,part104
75195,2021-02-02,2021-11-03,,23.20851393,0.0,sr1273,sys1824,part12
75199,2020-10-26,2020-11-28,,66.67184234,0.0,sr1827,sys1939,part17
75206,2019-01-29,2019-03-30,Field Service,288.7249585,0.0,sr695,sys2087,part454
75209,2021-02-09,2021-09-09,Field Service,320.0431347,0.0,sr7901,sys2042,part26
