,dummy_sr_number,dummy_sysid,sr_open_date,count
19720,sr20168,sys1998,2018-03-10,1
19721,sr20167,sys1812,2020-10-23,1
19722,sr20166,sys1562,2020-08-20,1
19723,sr20165,sys1682,2017-01-17,1
19724,sr20164,sys2042,2018-06-09,1
19725,sr20163,sys1830,2020-07-01,1
19726,sr20162,sys1725,2021-07-19,1
19727,sr20161,sys1136,2021-03-31,1
19728,sr20182,sys1505,2018-06-20,1
19729,sr20183,sys2009,2017-05-29,1
19730,sr20184,sys1638,2018-02-20,1
19731,sr20196,sys1974,2020-12-15,1
19732,sr20204,sys2231,2017-11-05,1
19733,sr20203,sys1576,2017-09-08,1
19734,sr20202,sys2066,2021-06-30,1
19735,sr20201,sys1563,2021-05-20,1
19736,sr20200,sys2273,2017-04-18,1
19737,sr22433,sys1531,2020-06-29,1
19738,sr22434,sys1495,2019-08-14,1
19739,sr20199,sys1796,2019-05-03,1
19740,sr20198,sys1830,2020-09-03,1
19741,sr20197,sys1462,2020-01-24,1
19742,sr20195,sys1476,2017-11-22,1
19743,sr20185,sys1859,2019-05-21,1
19744,sr20194,sys1121,2017-12-09,1
19745,sr20193,sys2100,2017-09-18,1
19746,sr20192,sys721,2020-09-17,1
19747,sr20191,sys1908,2018-12-19,1
19748,sr20190,sys1368,2018-01-19,1
19749,sr22435,sys1576,2019-01-18,1
19750,sr20189,sys1463,2018-08-14,1
19751,sr20188,sys2249,2021-09-03,1
19752,sr20187,sys1261,2019-09-26,1
19753,sr20186,sys927,2018-04-18,1
19754,sr20160,sys1709,2017-05-11,1
19755,sr20159,sys671,2017-11-04,1
19756,sr20206,sys1625,2019-07-17,1
19757,sr20158,sys2324,2016-07-03,1
19758,sr20133,sys1909,2017-10-26,1
19759,sr20132,sys1792,2021-04-28,1
19760,sr20131,sys1503,2019-09-17,1
19761,sr20130,sys827,2015-06-16,1
19762,sr22441,sys2065,2019-10-28,1
19763,sr20129,sys1300,2019-05-22,1
19764,sr20128,sys1299,2017-07-12,1
19765,sr20127,sys686,2016-01-29,1
19766,sr20126,sys1469,2020-12-10,1
19767,sr20125,sys1526,2016-07-26,1
19768,sr20124,sys1806,2018-04-05,1
19769,sr20123,sys2337,2016-08-09,1
19770,sr20122,sys1721,2020-04-08,1
19771,sr20121,sys2104,2020-02-03,1
19772,sr20120,sys1473,2020-02-20,1
19773,sr22442,sys927,2017-08-02,1
19774,sr20119,sys797,2018-11-26,1
19775,sr20118,sys671,2021-03-17,1
19776,sr20117,sys1902,2019-07-20,1
19777,sr20116,sys2390,2018-04-20,1
19778,sr20115,sys1564,2018-08-20,1
19779,sr20114,sys1494,2018-12-17,1
19780,sr20113,sys1092,2020-03-24,1
19781,sr20134,sys1598,2020-10-30,1
19782,sr20135,sys1583,2017-03-16,1
19783,sr20136,sys932,2018-08-31,1
19784,sr20148,sys1858,2021-04-19,1
19785,sr20157,sys2220,2020-02-06,1
19786,sr20156,sys854,2018-02-11,1
19787,sr20155,sys1538,2016-09-12,1
19788,sr20154,sys1462,2013-03-19,1
19789,sr20153,sys806,2021-03-26,1
19790,sr20152,sys2014,2020-08-09,1
19791,sr20151,sys1495,2020-08-13,1
19792,sr20150,sys2323,2020-07-29,1
19793,sr22439,sys671,2017-07-12,1
19794,sr20149,sys931,2021-06-23,1
19795,sr20147,sys730,2018-11-10,1
19796,sr20137,sys1759,2019-06-20,1
19797,sr20146,sys1495,2018-07-06,1
19798,sr20145,sys1463,2017-08-12,1
19799,sr20144,sys1503,2014-08-23,1
19800,sr20143,sys1696,2017-09-29,1
19801,sr20142,sys1737,2021-12-07,1
19802,sr20141,sys1615,2021-06-17,1
19803,sr20140,sys2076,2017-08-28,1
19804,sr22440,sys2003,2020-10-19,1
19805,sr20139,sys1495,2018-11-12,1
19806,sr20138,sys1769,2021-09-16,1
19807,sr20205,sys909,2017-02-24,1
19808,sr20207,sys1654,2018-01-06,1
19809,sr20111,sys1679,2020-08-13,1
19810,sr20255,sys1724,2021-01-03,1
19811,sr20277,sys1816,2019-06-18,1
19812,sr20276,sys1673,2021-03-18,1
19813,sr20275,sys2261,2020-08-05,1
19814,sr20274,sys1736,2019-04-03,1
19815,sr20273,sys453,2020-02-24,1
19816,sr20272,sys1494,2017-06-20,1
19817,sr20271,sys888,2021-08-07,1
19818,sr20270,sys2311,2018-09-25,1
19819,sr22426,sys1873,2020-10-03,1
19820,sr20269,sys2063,2019-04-02,1
19821,sr20268,sys923,2016-02-06,1
19822,sr20267,sys1920,2016-12-21,1
19823,sr20266,sys1770,2021-07-28,1
19824,sr20265,sys1837,2017-05-15,1
19825,sr20264,sys1939,2016-02-19,1
19826,sr20263,sys735,2019-07-02,1
19827,sr20262,sys1893,2018-04-24,1
19828,sr20261,sys1716,2018-07-02,1
19829,sr20260,sys1576,2016-11-24,1
19830,sr22427,sys1486,2020-04-21,1
19831,sr20259,sys1071,2020-09-30,1
19832,sr20258,sys1657,2019-11-02,1
19833,sr20257,sys1850,2018-12-02,1
19834,sr20278,sys2557,2019-03-29,1
19835,sr20279,sys1627,2017-04-27,1
19836,sr22425,sys1812,2019-03-12,1
19837,sr20291,sys891,2018-02-13,1
19838,sr22422,sys1022,2019-08-28,1
19839,sr22423,sys2034,2020-11-20,1
19840,sr20299,sys1462,2020-02-03,1
19841,sr20298,sys1497,2019-09-26,1
19842,sr20297,sys1950,2018-03-12,1
19843,sr20296,sys2070,2020-10-01,1
19844,sr20295,sys661,2019-12-18,1
19845,sr20294,sys1573,2019-09-08,1
19846,sr20293,sys1533,2020-06-27,1
19847,sr20292,sys2015,2018-01-11,1
19848,sr20290,sys912,2017-09-01,1
19849,sr20280,sys1794,2018-10-25,1
19850,sr22424,sys2152,2019-11-25,1
19851,sr20289,sys1863,2021-05-18,1
19852,sr20288,sys1645,2018-12-03,1
19853,sr20287,sys635,2018-10-25,1
19854,sr20286,sys643,2021-06-17,1
19855,sr20285,sys1539,2021-08-13,1
19856,sr20284,sys810,2019-04-26,1
19857,sr20283,sys1721,2020-01-02,1
19858,sr20282,sys1087,2016-08-02,1
19859,sr20281,sys1741,2021-03-19,1
19860,sr20256,sys923,2018-04-07,1
19861,sr20254,sys2339,2021-06-28,1
19862,sr20208,sys2244,2019-11-26,1
19863,sr20253,sys1873,2020-06-06,1
19864,sr20229,sys1838,2019-06-13,1
19865,sr20228,sys2472,2017-05-05,1
19866,sr20227,sys2147,2018-09-03,1
19867,sr20226,sys771,2020-08-18,1
19868,sr20225,sys1790,2021-11-06,1
19869,sr20224,sys1463,2018-09-11,1
19870,sr20223,sys1825,2020-03-26,1
19871,sr20222,sys461,2021-06-04,1
19872,sr20221,sys709,2019-08-01,1
19873,sr20220,sys1285,2014-11-12,1
19874,sr22431,sys1689,2020-04-15,1
19875,sr20219,sys2128,2020-09-10,1
19876,sr20218,sys461,2021-02-07,1
19877,sr20217,sys2267,2020-09-08,1
19878,sr20216,sys2251,2017-02-27,1
19879,sr20215,sys1583,2019-04-04,1
19880,sr20214,sys796,2017-05-05,1
19881,sr20213,sys1731,2020-10-21,1
19882,sr20212,sys969,2020-12-05,1
19883,sr20211,sys1893,2018-11-15,1
19884,sr20210,sys1727,2019-11-12,1
19885,sr22432,sys1721,2021-09-25,1
19886,sr20209,sys1114,2018-11-12,1
19887,sr22430,sys2392,2017-11-04,1
19888,sr20230,sys1533,2021-02-01,1
19889,sr20231,sys1694,2020-08-24,1
19890,sr20243,sys2395,2019-06-02,1
19891,sr20252,sys1724,2020-04-17,1
19892,sr20251,sys1932,2016-08-31,1
19893,sr20250,sys1524,2017-04-20,1
19894,sr22428,sys2486,2016-11-17,1
19895,sr20249,sys1444,2021-01-21,1
19896,sr20248,sys1648,2021-03-03,1
19897,sr20247,sys1462,2013-08-28,1
19898,sr20246,sys968,2015-02-19,1
19899,sr20245,sys2269,2018-04-07,1
19900,sr20244,sys1648,2021-05-19,1
19901,sr20242,sys1929,2017-10-07,1
19902,sr20232,sys1243,2014-11-19,1
19903,sr20241,sys2451,2018-06-28,1
19904,sr20240,sys1749,2020-08-24,1
19905,sr22429,sys2798,2020-03-04,1
19906,sr20239,sys1792,2019-05-29,1
19907,sr20238,sys969,2020-07-29,1
19908,sr20237,sys1614,2018-01-22,1
19909,sr20236,sys1884,2018-12-26,1
19910,sr20235,sys1980,2016-03-05,1
19911,sr20234,sys1761,2018-10-15,1
19912,sr20233,sys1639,2018-06-15,1
19913,sr20112,sys661,2020-03-03,1
19914,sr20110,sys2234,2017-04-12,1
19915,sr20301,sys2054,2017-12-21,1
19916,sr22461,sys2044,2021-09-22,1
19917,sr19992,sys1912,2018-01-24,1
19918,sr19991,sys891,2018-03-16,1
19919,sr19990,sys2192,2020-06-25,1
19920,sr22459,sys827,2013-04-07,1
19921,sr19989,sys1947,2020-01-17,1
19922,sr19988,sys1804,2017-07-06,1
19923,sr19987,sys1721,2018-08-12,1
19924,sr19985,sys2261,2020-09-17,1
19925,sr19984,sys921,2021-09-07,1
19926,sr19983,sys1792,2021-02-25,1
19927,sr19982,sys1879,2018-08-03,1
19928,sr19981,sys2279,2019-09-19,1
19929,sr19980,sys732,2020-12-17,1
19930,sr22460,sys1676,2018-09-20,1
19931,sr19979,sys1388,2017-09-27,1
19932,sr19978,sys1886,2019-07-02,1
19933,sr19977,sys650,2018-02-14,1
19934,sr19976,sys1736,2017-03-08,1
19935,sr19975,sys1650,2019-08-30,1
19936,sr19974,sys1588,2021-10-05,1
19937,sr19973,sys1589,2014-10-11,1
19938,sr19972,sys2363,2018-03-26,1
19939,sr19971,sys745,2017-09-08,1
19940,sr19993,sys1530,2021-04-13,1
19941,sr19994,sys710,2016-02-11,1
19942,sr19995,sys2337,2018-04-19,1
19943,sr20004,sys1609,2019-11-02,1
19944,sr20013,sys1668,2018-05-28,1
19945,sr20012,sys1972,2019-08-30,1
19946,sr20011,sys1516,2018-06-16,1
19947,sr20010,sys1581,2019-07-17,1
19948,sr22454,sys1114,2021-07-16,1
19949,sr20009,sys1648,2017-03-13,1
19950,sr20008,sys649,2018-05-03,1
19951,sr20007,sys1981,2019-06-05,1
19952,sr20006,sys1614,2016-06-12,1
19953,sr20005,sys1661,2018-09-10,1
19954,sr20003,sys810,2020-08-18,1
19955,sr19996,sys2492,2020-05-14,1
19956,sr20002,sys1696,2020-01-04,1
19957,sr20001,sys1570,2020-10-15,1
19958,sr20000,sys1485,2015-10-22,1
19959,sr22455,sys2292,2017-08-11,1
19960,sr22456,sys1837,2019-12-20,1
19961,sr22457,sys1494,2018-07-11,1
19962,sr22458,sys2486,2017-01-24,1
19963,sr19999,sys986,2019-11-23,1
19964,sr19998,sys2461,2020-01-24,1
19965,sr19997,sys1910,2018-07-18,1
19966,sr19970,sys1415,2019-09-10,1
19967,sr19969,sys1543,2019-07-22,1
19968,sr20015,sys1659,2017-07-07,1
19969,sr19968,sys1745,2020-03-31,1
19970,sr19943,sys619,2019-02-21,1
19971,sr19942,sys2344,2020-02-13,1
19972,sr19941,sys1524,2018-03-05,1
19973,sr19940,sys1766,2021-11-01,1
19974,sr22464,sys619,2016-01-29,1
19975,sr19939,sys1870,2017-10-24,1
19976,sr19938,sys1597,2017-05-22,1
19977,sr19937,sys1760,2018-08-23,1
19978,sr19936,sys1285,2017-01-17,1
19979,sr19935,sys1357,2018-12-24,1
19980,sr19934,sys2006,2017-07-18,1
19981,sr19933,sys1563,2019-09-23,1
19982,sr19932,sys875,2016-10-27,1
19983,sr19931,sys1639,2018-05-01,1
19984,sr19930,sys1774,2019-09-10,1
19985,sr22465,sys686,2019-12-07,1
19986,sr19929,sys1458,2020-08-18,1
19987,sr19928,sys661,2017-10-23,1
19988,sr19927,sys1962,2017-12-09,1
19989,sr19926,sys1495,2018-09-03,1
19990,sr19925,sys1351,2018-09-06,1
19991,sr19924,sys1920,2019-03-14,1
19992,sr19923,sys771,2021-06-16,1
19993,sr19944,sys1297,2019-01-14,1
19994,sr19945,sys1116,2021-06-30,1
19995,sr19946,sys968,2019-05-12,1
19996,sr19958,sys1999,2020-02-20,1
19997,sr19967,sys2152,2020-04-22,1
19998,sr19966,sys1739,2018-04-07,1
19999,sr19965,sys1961,2020-06-07,1
20000,sr19964,sys1024,2019-02-04,1
20001,sr19963,sys1662,2017-03-03,1
20002,sr19962,sys2209,2016-06-14,1
20003,sr19961,sys1075,2019-01-08,1
20004,sr19960,sys2066,2021-08-01,1
20005,sr22462,sys912,2016-06-01,1
20006,sr19959,sys1576,2020-07-21,1
20007,sr19957,sys731,2019-04-07,1
20008,sr19947,sys1497,2013-09-07,1
20009,sr19956,sys891,2017-08-14,1
20010,sr19955,sys2337,2018-03-29,1
20011,sr19954,sys706,2016-11-18,1
20012,sr19953,sys1636,2018-12-02,1
20013,sr19952,sys1794,2020-09-03,1
20014,sr19951,sys1653,2020-11-30,1
20015,sr19950,sys1885,2020-10-03,1
20016,sr22463,sys2299,2019-10-01,1
20017,sr19949,sys827,2014-07-22,1
20018,sr19948,sys1528,2021-08-09,1
20019,sr20014,sys1497,2021-01-26,1
20020,sr20016,sys1875,2019-08-22,1
20021,sr22443,sys1639,2020-04-23,1
20022,sr20064,sys1721,2019-05-16,1
20023,sr20086,sys2066,2020-06-22,1
20024,sr20085,sys1243,2017-07-30,1
20025,sr20084,sys1646,2020-10-29,1
20026,sr20083,sys1033,2020-07-07,1
20027,sr20082,sys1849,2021-09-20,1
20028,sr20081,sys1357,2018-01-17,1
20029,sr20080,sys2234,2019-01-30,1
20030,sr22447,sys1884,2018-06-27,1
20031,sr20079,sys927,2017-12-09,1
20032,sr20078,sys1788,2019-08-03,1
20033,sr20077,sys2369,2020-10-13,1
20034,sr20076,sys1487,2019-10-18,1
20035,sr20075,sys771,2020-03-07,1
20036,sr20074,sys1986,2018-06-13,1
20037,sr20073,sys1919,2017-04-09,1
20038,sr20072,sys972,2019-07-06,1
20039,sr20071,sys2103,2017-07-24,1
20040,sr20070,sys1201,2018-04-05,1
20041,sr22448,sys2081,2018-10-24,1
20042,sr20069,sys2152,2020-06-06,1
20043,sr20068,sys1517,2021-09-04,1
20044,sr20067,sys1951,2017-09-15,1
20045,sr20066,sys1844,2018-08-02,1
20046,sr20087,sys1002,2018-09-24,1
20047,sr20088,sys2321,2017-03-11,1
20048,sr20089,sys1999,2019-05-28,1
20049,sr22444,sys2291,2019-08-28,1
20050,sr20109,sys1914,2020-09-01,1
20051,sr20108,sys2395,2017-08-15,1
20052,sr20107,sys1859,2018-08-23,1
20053,sr20106,sys1961,2019-11-18,1
20054,sr20105,sys591,2020-07-09,1
20055,sr20104,sys2023,2017-12-06,1
20056,sr20103,sys1652,2020-08-28,1
20057,sr20102,sys1448,2018-04-02,1
20058,sr20101,sys1023,2020-09-03,1
20059,sr20100,sys1300,2018-12-25,1
20060,sr22445,sys1970,2017-11-01,1
20061,sr22446,sys2006,2017-08-11,1
20062,sr20099,sys1824,2016-11-14,1
20063,sr20098,sys2037,2019-10-01,1
20064,sr20097,sys1871,2021-05-03,1
20065,sr20096,sys1778,2021-01-02,1
20066,sr20095,sys2424,2017-08-02,1
20067,sr20094,sys2300,2017-06-19,1
20068,sr20093,sys1488,2019-08-11,1
20069,sr20092,sys1972,2019-12-07,1
20070,sr20091,sys2411,2018-03-09,1
20071,sr20090,sys923,2019-05-17,1
20072,sr20065,sys1771,2018-07-02,1
20073,sr20063,sys1691,2021-03-23,1
20074,sr20017,sys2269,2018-03-27,1
20075,sr20062,sys1800,2017-09-15,1
20076,sr20038,sys2024,2020-01-16,1
20077,sr20037,sys1981,2019-01-21,1
20078,sr20036,sys1890,2016-02-11,1
20079,sr20035,sys1927,2021-05-26,1
20080,sr20034,sys1571,2017-10-11,1
20081,sr20033,sys1723,2017-11-13,1
20082,sr20032,sys716,2017-09-27,1
20083,sr20031,sys1779,2017-03-24,1
20084,sr20030,sys827,2021-04-06,1
20085,sr22452,sys2238,2020-05-02,1
20086,sr20029,sys920,2018-11-07,1
20087,sr20028,sys1723,2021-05-02,1
20088,sr20027,sys1552,2020-02-18,1
20089,sr20026,sys2128,2020-09-28,1
20090,sr20025,sys2040,2018-11-10,1
20091,sr20024,sys1971,2019-08-16,1
20092,sr20023,sys1599,2017-12-27,1
20093,sr20022,sys1087,2020-02-19,1
20094,sr20021,sys1873,2021-06-30,1
20095,sr20020,sys731,2019-09-01,1
20096,sr22453,sys2111,2021-03-13,1
20097,sr20019,sys1652,2020-03-13,1
20098,sr20018,sys972,2020-02-18,1
20099,sr20039,sys1589,2014-03-19,1
20100,sr22451,sys1513,2017-01-08,1
20101,sr20040,sys1851,2017-11-10,1
20102,sr20052,sys1552,2019-07-30,1
20103,sr20061,sys2196,2019-07-03,1
20104,sr20060,sys1829,2021-06-01,1
20105,sr22449,sys1533,2019-04-09,1
20106,sr20059,sys1592,2017-03-29,1
20107,sr20058,sys1886,2020-01-21,1
20108,sr20057,sys1012,2018-02-13,1
20109,sr20056,sys1727,2020-08-20,1
20110,sr20055,sys1999,2021-11-06,1
20111,sr20054,sys1572,2018-07-07,1
20112,sr20053,sys1430,2020-12-08,1
20113,sr20051,sys1967,2019-03-01,1
20114,sr20041,sys2312,2017-08-14,1
20115,sr20050,sys1388,2014-01-09,1
20116,sr22450,sys1519,2019-05-08,1
20117,sr20049,sys1994,2020-01-23,1
20118,sr20048,sys1639,2019-11-03,1
20119,sr20047,sys591,2020-02-27,1
20120,sr20046,sys1526,2018-08-16,1
20121,sr20045,sys1641,2020-01-09,1
20122,sr20044,sys1692,2020-09-22,1
20123,sr20043,sys719,2019-02-19,1
20124,sr20042,sys2451,2017-09-10,1
20125,sr20300,sys1285,2018-07-08,1
20126,sr20302,sys1266,2018-10-17,1
20127,sr19921,sys934,2019-11-04,1
20128,sr20541,sys1473,2018-07-30,1
20129,sr20563,sys935,2020-12-06,1
20130,sr20562,sys2068,2019-12-04,1
20131,sr20561,sys2153,2021-07-19,1
20132,sr20560,sys1488,2019-06-06,1
20133,sr22394,sys1351,2021-08-31,1
20134,sr20559,sys1824,2019-05-04,1
20135,sr20558,sys1951,2018-03-27,1
20136,sr20557,sys1610,2017-10-19,1
20137,sr20556,sys1810,2018-07-02,1
20138,sr20555,sys1001,2018-07-16,1
20139,sr20554,sys2307,2019-10-23,1
20140,sr20553,sys2406,2017-10-08,1
20141,sr20552,sys2087,2019-02-20,1
20142,sr20551,sys1721,2018-12-24,1
20143,sr20550,sys783,2017-03-23,1
20144,sr22395,sys1012,2018-03-16,1
20145,sr20549,sys1451,2015-03-04,1
20146,sr20548,sys742,2020-06-30,1
20147,sr20547,sys1219,2020-05-21,1
20148,sr20546,sys1368,2018-12-11,1
20149,sr20545,sys591,2019-01-02,1
20150,sr20544,sys2184,2016-10-11,1
20151,sr20543,sys1711,2018-08-16,1
20152,sr20564,sys1285,2018-01-26,1
20153,sr20565,sys1001,2017-02-09,1
20154,sr20566,sys1774,2019-12-24,1
20155,sr20578,sys1752,2021-04-15,1
20156,sr20587,sys605,2018-11-28,1
20157,sr20586,sys1980,2019-05-07,1
20158,sr20585,sys1755,2017-07-24,1
20159,sr20584,sys1533,2021-05-27,1
20160,sr20583,sys2066,2021-12-02,1
20161,sr20582,sys1582,2021-01-14,1
20162,sr20581,sys2307,2019-05-09,1
20163,sr20580,sys1767,2019-01-16,1
20164,sr22392,sys1852,2015-09-25,1
20165,sr20579,sys1691,2020-11-21,1
20166,sr20577,sys461,2020-02-26,1
20167,sr20567,sys1636,2017-04-01,1
20168,sr20576,sys1929,2016-11-30,1
20169,sr20575,sys1927,2020-09-06,1
20170,sr20574,sys1530,2018-04-17,1
20171,sr20573,sys1614,2020-01-18,1
20172,sr20572,sys819,2017-12-28,1
20173,sr20571,sys2306,2018-09-05,1
20174,sr20570,sys1462,2015-02-10,1
20175,sr22393,sys1796,2021-03-22,1
20176,sr20569,sys1794,2017-12-10,1
20177,sr20568,sys2149,2019-09-27,1
20178,sr20542,sys2242,2019-05-03,1
20179,sr20540,sys1893,2017-10-20,1
20180,sr20589,sys1469,2017-07-03,1
20181,sr22396,sys1319,2017-05-09,1
20182,sr20515,sys2110,2020-02-19,1
20183,sr20514,sys1396,2021-03-01,1
20184,sr20513,sys1384,2020-01-17,1
20185,sr20512,sys858,2017-03-04,1
20186,sr20511,sys1023,2021-04-13,1
20187,sr20510,sys1458,2021-09-15,1
20188,sr22399,sys1695,2018-09-26,1
20189,sr20509,sys2292,2020-11-11,1
20190,sr20508,sys1033,2020-08-05,1
20191,sr20507,sys2189,2017-01-06,1
20192,sr20506,sys2015,2018-01-11,1
20193,sr20505,sys1994,2016-07-29,1
20194,sr20504,sys1943,2019-04-06,1
20195,sr20503,sys1203,2018-07-20,1
20196,sr20502,sys797,2019-01-30,1
20197,sr20501,sys1849,2019-11-18,1
20198,sr20500,sys891,2019-12-17,1
20199,sr22400,sys2176,2021-07-25,1
20200,sr22401,sys1995,2021-03-19,1
20201,sr20499,sys2022,2019-06-28,1
20202,sr20498,sys2470,2019-05-16,1
20203,sr20497,sys1759,2018-12-12,1
20204,sr20496,sys1543,2017-08-09,1
20205,sr20516,sys1875,2019-06-13,1
20206,sr20517,sys2062,2017-10-16,1
20207,sr20518,sys2058,2018-09-24,1
20208,sr22397,sys1092,2020-01-16,1
20209,sr20539,sys860,2015-09-24,1
20210,sr20538,sys1727,2021-04-20,1
20211,sr20537,sys1858,2021-06-21,1
20212,sr20536,sys1564,2021-02-08,1
20213,sr20535,sys1351,2019-01-15,1
20214,sr20534,sys1799,2017-01-25,1
20215,sr20533,sys709,2017-03-14,1
20216,sr20532,sys1503,2017-02-17,1
20217,sr20531,sys1950,2019-03-21,1
20218,sr20530,sys1723,2018-06-06,1
20219,sr20529,sys807,2017-06-23,1
20220,sr20519,sys972,2018-01-11,1
20221,sr20528,sys2134,2018-06-18,1
20222,sr20527,sys1148,2021-09-03,1
20223,sr20526,sys1829,2021-06-01,1
20224,sr20525,sys1576,2020-02-17,1
20225,sr20524,sys735,2018-07-16,1
20226,sr20523,sys2724,2018-10-15,1
20227,sr20522,sys2015,2017-09-15,1
20228,sr20521,sys1297,2018-09-18,1
20229,sr20520,sys1972,2020-12-06,1
20230,sr22398,sys1832,2021-08-30,1
20231,sr20588,sys1469,2020-06-20,1
20232,sr22391,sys1651,2021-11-08,1
20233,sr20494,sys1679,2019-09-08,1
20234,sr20637,sys1822,2018-04-18,1
20235,sr20659,sys1889,2016-11-05,1
20236,sr20658,sys1478,2021-11-03,1
20237,sr20657,sys1565,2020-04-08,1
20238,sr20656,sys2149,2019-05-15,1
20239,sr20655,sys637,2018-09-03,1
20240,sr20654,sys1420,2020-05-05,1
20241,sr20653,sys1820,2019-10-28,1
20242,sr20652,sys1451,2018-02-03,1
20243,sr20651,sys1999,2019-03-17,1
20244,sr20650,sys1908,2019-08-20,1
20245,sr22384,sys2133,2021-05-03,1
20246,sr20649,sys797,2018-05-09,1
20247,sr20648,sys896,2020-06-03,1
20248,sr20647,sys1774,2017-11-22,1
20249,sr20646,sys1100,2020-06-23,1
20250,sr20645,sys1600,2020-05-10,1
20251,sr20644,sys643,2018-12-02,1
20252,sr20643,sys1873,2019-09-30,1
20253,sr20642,sys2071,2017-02-08,1
20254,sr20641,sys1874,2016-12-28,1
20255,sr20640,sys1653,2020-02-13,1
20256,sr22385,sys1645,2017-10-23,1
20257,sr20639,sys1967,2018-08-20,1
20258,sr22383,sys1305,2019-03-19,1
20259,sr20660,sys1503,2014-06-03,1
20260,sr20661,sys1824,2020-01-09,1
20261,sr20673,sys932,2019-12-07,1
20262,sr20682,sys2340,2017-06-22,1
20263,sr20681,sys1041,2021-05-05,1
20264,sr20680,sys2058,2020-11-25,1
20265,sr22381,sys1666,2018-04-12,1
20266,sr20679,sys1857,2018-08-20,1
20267,sr20678,sys1583,2020-07-01,1
20268,sr20677,sys2470,2017-06-15,1
20269,sr20676,sys1868,2017-11-24,1
20270,sr20675,sys2458,2016-02-12,1
20271,sr20674,sys2034,2021-07-01,1
20272,sr20672,sys1125,2019-01-04,1
20273,sr20662,sys1533,2018-07-06,1
20274,sr20671,sys1564,2018-10-10,1
20275,sr20670,sys2083,2021-03-02,1
20276,sr22382,sys1916,2018-08-06,1
20277,sr20669,sys921,2020-10-26,1
20278,sr20668,sys2005,2021-12-01,1
20279,sr20667,sys1591,2021-12-04,1
20280,sr20666,sys637,2017-06-22,1
20281,sr20665,sys1728,2017-06-28,1
20282,sr20664,sys932,2020-03-29,1
20283,sr20663,sys1879,2018-08-17,1
20284,sr20638,sys2264,2017-05-22,1
20285,sr20636,sys1125,2017-07-03,1
20286,sr20590,sys2147,2018-05-06,1
20287,sr20635,sys1721,2019-03-21,1
20288,sr20610,sys2092,2019-05-08,1
20289,sr22388,sys1915,2020-02-25,1
20290,sr20609,sys2394,2018-04-26,1
20291,sr20608,sys2037,2021-04-02,1
20292,sr20607,sys1071,2018-04-10,1
20293,sr20606,sys908,2018-11-29,1
20294,sr20605,sys1713,2018-12-17,1
20295,sr20604,sys2295,2020-04-11,1
20296,sr20603,sys1100,2020-06-30,1
20297,sr20602,sys1549,2020-02-27,1
20298,sr20601,sys1549,2018-07-06,1
20299,sr20600,sys1966,2021-05-21,1
20300,sr22389,sys2083,2019-10-04,1
20301,sr22390,sys1446,2020-07-17,1
20302,sr20599,sys810,2018-10-22,1
20303,sr20598,sys2273,2017-04-13,1
20304,sr20597,sys2363,2017-04-19,1
20305,sr20596,sys1549,2017-06-16,1
20306,sr20595,sys1625,2020-04-06,1
20307,sr20594,sys2106,2017-03-10,1
20308,sr20593,sys931,2017-11-22,1
20309,sr20592,sys1122,2018-01-17,1
20310,sr20591,sys891,2018-04-26,1
20311,sr20611,sys1849,2019-11-03,1
20312,sr20612,sys648,2020-08-25,1
20313,sr20613,sys979,2016-07-28,1
20314,sr20625,sys1646,2017-11-30,1
20315,sr20634,sys1520,2018-07-30,1
20316,sr20633,sys1757,2020-01-10,1
20317,sr20632,sys1614,2020-06-07,1
20318,sr20631,sys1606,2017-09-25,1
20319,sr20630,sys1661,2019-11-26,1
20320,sr22386,sys896,2017-09-26,1
20321,sr20629,sys2470,2017-09-18,1
20322,sr20628,sys969,2017-06-02,1
20323,sr20627,sys1812,2020-11-05,1
20324,sr20626,sys797,2017-09-25,1
20325,sr20624,sys1873,2017-03-14,1
20326,sr20614,sys2269,2016-11-28,1
20327,sr20623,sys1266,2017-09-08,1
20328,sr20622,sys1643,2020-10-30,1
20329,sr20621,sys2266,2017-02-11,1
20330,sr20620,sys1824,2016-05-24,1
20331,sr22387,sys1125,2014-04-20,1
20332,sr20619,sys1729,2020-09-29,1
20333,sr20618,sys1148,2018-11-29,1
20334,sr20617,sys1769,2020-09-28,1
20335,sr20616,sys932,2019-09-08,1
20336,sr20615,sys1673,2018-06-02,1
20337,sr20495,sys1657,2019-11-18,1
20338,sr20493,sys2061,2018-09-05,1
20339,sr20303,sys1858,2018-06-27,1
20340,sr20350,sys1776,2021-06-07,1
20341,sr20372,sys1880,2017-01-20,1
20342,sr20371,sys1879,2017-02-10,1
20343,sr20370,sys1617,2021-02-15,1
20344,sr22415,sys1415,2020-09-22,1
20345,sr20369,sys1872,2020-08-26,1
20346,sr20368,sys1420,2017-07-03,1
20347,sr20367,sys2337,2018-04-18,1
20348,sr20366,sys884,2020-11-24,1
20349,sr20365,sys1608,2019-11-12,1
20350,sr20364,sys1650,2017-01-02,1
20351,sr20363,sys1559,2020-05-02,1
20352,sr20362,sys1708,2020-02-06,1
20353,sr20361,sys1653,2017-06-30,1
20354,sr20360,sys1552,2019-05-17,1
20355,sr22416,sys1689,2021-09-25,1
20356,sr20359,sys2183,2017-05-17,1
20357,sr20358,sys1517,2019-10-10,1
20358,sr20357,sys1556,2017-01-23,1
