,ownershiptype,systemcoveragelevelwarrantyc,installdate,ageagainstinstallation,deinstalldate,avgreplacementage,expectedreplacementdate,transferacceptancedate,shippeddate,warrantystartdate,warrantyenddate,contractstartdate,contractenddate,typ,contract_line_status,contract_length_days,contract_start_date,contract_end_date,contractcanceldate,last_covered_date,contract_length_months,dummy_sysid
7289,Purchase,Contract,2016-05-02,5.41,,0.81,FEB-25-2017,MAY-04-2016,APR-19-2016,,,OCT-23-2019,JUN-25-2024,CONTRACTS,Active,1708.0,17:08.0,00:00.0,,25-06-2024 17:00,56.09676999999999,sys32
64574,Lease,Contract,2016-05-04,5.41,,3.97,APR-24-2020,,MAY-01-2016,,,MAY-10-2017,MAY-09-2022,CONTRACTS,Accepted,1826.0,,,,9/5/2022 0:00,60.0,sys1292
11777,,HBS,2016-05-06,5.4,,3.74,FEB-03-2020,FEB-28-2017,,,,JAN-01-2020,FEB-15-2020,CONTRACTS,Active,46.0,00:00.0,00:00.0,,15-02-2020 00:00,1.48387,sys2149
106018,,Contract,2016-05-08,5.4,,4.0,MAY-10-2020,JUN-30-2016,FEB-19-2016,,,,,COMPONENT,,,,,,30-06-2022 00:00,,sys810
64800,Purchase,Contract,2016-05-13,5.38,,5.05,JUN-01-2021,MAY-31-2016,APR-29-2016,,,,,COMPONENT,,,,,,6/3/2024 6:00,,sys46
36523,,Contract,2016-05-16,5.37,,3.74,FEB-13-2020,JUN-03-2016,MAY-13-2016,,,,,WARRANTY,,,,,,2/6/2023 0:00,,sys1092
105053,Purchase,Contract,2016-05-16,5.37,,0.81,MAR-11-2017,MAY-16-2016,FEB-05-2016,,,JUN-01-2018,NOV-30-2018,CONTRACTS,,,15:00.0,00:00.0,,6/5/2026 17:00,,sys39
156118,,Contract,2016-05-17,5.37,,3.74,FEB-14-2020,MAY-17-2016,,,,,,COMPONENT,,,,,,30-06-2024 00:00,,sys1666
30895,,Contract,2016-05-18,5.37,,3.97,MAY-08-2020,,MAY-07-2016,,,,,COMPONENT,,,,,,31-05-2022 00:00,,sys1221
127277,Lease,Contract,2016-05-18,5.37,,3.97,MAY-08-2020,,MAY-11-2016,,,,,COMPONENT,,,,,,31-10-2022 00:00,,sys1192
114722,,Contract,2016-05-20,5.36,,1.95,MAY-05-2018,MAY-20-2016,,,,MAY-30-2019,MAY-29-2020,CONTRACTS,Active,366.0,00:00.0,00:00.0,,29-05-2026 00:00,12.0,sys1603
156302,,Contract,2016-05-20,5.36,,3.97,MAY-10-2020,,MAY-12-2016,,,JUN-15-2016,JUN-30-2017,CONTRACTS,Expired,381.0,,,,30-06-2022 00:00,12.54839,sys1461
124089,Purchase,Contract,2016-05-20,5.36,,2.75,FEB-21-2019,MAY-25-2016,MAY-11-2016,,,MAY-26-2017,JUN-30-2026,CONTRACTS,,,00:00.0,00:00.0,,30-06-2026 17:00,,sys459
54534,,Contract,2016-05-23,5.35,,3.74,FEB-20-2020,MAY-29-2016,,,,,,COMPONENT,,,,,,8/10/2021 0:00,,sys1634
80683,,HBS,2016-05-25,5.35,,4.37,OCT-08-2020,JUN-30-2016,MAY-13-2016,,,JAN-01-2018,DEC-31-2018,CONTRACTS,Active,365.0,,,,31-08-2021 00:00,12.0,sys586
150465,,HBS,2016-05-27,5.34,,0.61,JAN-08-2017,,,MAY-27-2016,MAY-26-2017,,,WARRANTY,,,,,,26-05-2021 00:00,,sys2216
132088,,Contract,2016-05-30,5.33,,0.4,OCT-24-2016,MAY-31-2016,APR-22-2016,,,,,COMPONENT,,,,,,22-05-2022 00:00,,sys1547
117997,Purchase,Contract,2016-05-31,5.33,,4.87,APR-16-2021,JUN-08-2016,MAY-16-2016,,,MAY-22-2017,JUN-30-2026,CONTRACTS,Active,3327.0,00:00.0,00:00.0,,30-06-2026 17:00,109.32258,sys464
4814,Purchase,Contract,2016-06-01,5.33,,2.75,MAR-05-2019,JUN-14-2016,MAY-09-2016,,,JUL-24-2017,JUN-30-2026,CONTRACTS,Active,3264.0,00:00.0,00:00.0,,30-06-2026 17:00,107.25806000000001,sys481
128779,Purchase,HBS,2016-06-06,5.32,,4.87,APR-22-2021,JUN-06-2016,MAY-05-2016,,,,,COMPONENT,,,,,,,,sys1782
51533,,HBS,2016-06-07,5.31,,3.85,APR-13-2020,JUN-29-2012,MAY-28-2012,,,JUN-28-2012,DEC-31-2012,CONTRACTS,Active,187.0,,,,8/7/2019 0:00,6.12903,sys1012
79826,,HBS,2016-06-09,5.31,,2.24,SEP-08-2018,,,MAR-17-2016,MAR-16-2017,,,WARRANTY,,,,,,,,sys2292
83743,,Contract,2016-06-10,5.3,,3.74,MAR-09-2020,JUN-15-2016,,,,,,COMPONENT,,,,,,31-12-2021 00:00,,sys2087
145997,,HBS,2016-06-13,5.3,,3.74,MAR-12-2020,SEP-02-2016,,,,,,COMPONENT,,,,,,28-04-2021 00:00,,sys2260
160468,,HBS,2016-06-13,5.3,,0.81,APR-08-2017,JUN-24-2016,MAY-04-2016,,,,,COMPONENT,,,,,,19-06-2021 00:00,,sys1050
19130,,Contract,2016-06-14,5.29,,2.24,SEP-13-2018,,,,,,,COMPONENT,,,,,,3/11/2021 0:00,,sys1986
4396,,Contract,2016-06-15,5.29,,1.27,SEP-22-2017,SEP-30-2016,,,,JUL-15-2020,JUL-14-2021,CONTRACTS,Active,365.0,00:00.0,00:00.0,,14-07-2022 00:00,12.0,sys2111
132119,,HBS,2016-06-15,5.29,,0.81,APR-10-2017,JUN-30-2016,APR-08-2016,,,,,COMPONENT,,,,,,31-07-2021 00:00,,sys1734
128018,,Contract,2016-06-16,5.29,,0.81,APR-11-2017,JUN-16-2016,,,,JAN-01-2021,DEC-31-2021,CONTRACTS,Active,365.0,00:00.0,00:00.0,,31-12-2021 00:00,12.0,sys2338
72612,,Contract,2016-06-20,5.28,,3.74,MAR-19-2020,JUN-29-2016,,,,AUG-01-2017,DEC-31-2017,CONTRACTS,Active,153.0,00:00.0,00:00.0,,31-12-2021 00:00,5.0,sys1685
145627,,HBS,2016-06-20,5.28,,3.74,MAR-19-2020,JUN-24-2016,JAN-12-2016,,,,,WARRANTY,,,,,,,,sys1574
146012,,Contract,2016-06-21,5.27,,3.97,JUN-11-2020,,JUN-18-2016,,,,,COMPONENT,,,,,,31-10-2022 00:00,,sys1245
110316,,HBS,2016-06-22,5.27,,4.0,JUN-24-2020,JUN-22-2016,,,,,,COMPONENT,,,,,,31-03-2018 00:00,,sys2043
98815,,HBS,2016-06-23,5.27,,0.81,APR-18-2017,JUN-23-2016,,,,JAN-01-2021,JUN-22-2021,CONTRACTS,Active,173.0,00:00.0,00:00.0,,22-06-2021 00:00,5.70967,sys1981
109475,Purchase,Contract,2016-06-24,5.27,,0.81,APR-19-2017,JUN-28-2016,JUN-15-2016,,,OCT-15-2020,JAN-04-2021,CONTRACTS,Terminated,82.0,15:00.0,00:00.0,00:00.0,31-10-2028 17:00,2.67741,sys10
27916,Purchased,Contract,2016-06-25,5.26,,2.24,SEP-24-2018,JUN-30-2016,MAR-03-2016,,,,,COMPONENT,,,,,,30-09-2022 00:00,,sys973
62853,,HBS,2016-06-27,5.26,,2.24,SEP-26-2018,,,,,,,COMPONENT,,,,,,,,sys2281
103346,,Contract,2016-06-27,5.26,,0.81,APR-22-2017,MAY-23-2016,,,,JAN-01-2018,DEC-31-2018,CONTRACTS,Active,365.0,00:00.0,00:00.0,,31-12-2023 00:00,12.0,sys1488
145685,,HBS,2016-06-27,5.26,,0.81,APR-22-2017,,,,,,,CONTRACTS,,,,,,,,sys2365
89053,,Contract,2016-06-27,5.26,,0.81,APR-22-2017,JUN-29-2016,JUN-24-2016,,,JUN-29-2017,JUN-30-2017,CONTRACTS,Active,2.0,,,,30-06-2022 00:00,0.09677000000000001,sys1071
133262,Purchase,Contract,2016-06-27,5.26,,5.05,JUL-16-2021,JUN-21-2016,MAY-25-2016,,,JUL-03-2017,FEB-28-2021,CONTRACTS,Terminated,1337.0,17:08.0,00:00.0,00:00.0,31-03-2027 17:00,43.93548,sys211
59036,Lease,Contract,2016-06-27,5.26,,5.05,JUL-16-2021,JUN-29-2016,JUN-17-2016,,,,,COMPONENT,,,,,,2/7/2024 5:00,,sys644
62646,Purchased,Contract,2016-06-28,5.26,,3.97,JUN-18-2020,JUN-28-2016,SEP-30-2014,,,JUN-28-2018,JUN-27-2019,CONTRACTS,Contract - Active,365.0,,,,27-06-2022 00:00,12.0,sys1335
60255,Purchased,Contract,2016-06-28,5.26,,2.24,SEP-27-2018,MAY-24-2016,JAN-01-2014,,,SEP-01-2019,MAR-31-2020,CONTRACTS,Contract - Active,213.0,,,,31-10-2022 00:00,7.0,sys1317
128493,,,2016-06-29,5.25,,2.75,APR-02-2019,SEP-30-2016,,,,JUN-29-2018,JUL-07-2018,CONTRACTS,Active,9.0,00:00.0,00:00.0,,7/7/2018 0:00,0.32258000000000003,sys2091
155919,,Contract,2016-06-29,5.25,,2.75,APR-02-2019,JUN-30-2016,MAY-25-2016,,,,,WARRANTY,,,,,,28-02-2022 00:00,,sys1172
57690,Purchased,Contract,2016-06-29,5.25,,2.75,APR-02-2019,JUN-29-2016,JAN-01-2016,,,,,COMPONENT,,,,,,31-05-2025 00:00,,sys963
161426,,HBS,2016-06-30,5.25,,2.75,APR-03-2019,,,,,,,COMPONENT,,,,,,,,sys2008
163483,,HBS,2016-06-30,5.25,,2.75,APR-03-2019,AUG-09-2016,,,,,,COMPONENT,,,,,,,,sys2293
86313,,Contract,2016-06-30,5.25,,4.37,NOV-13-2020,JUN-28-2016,,,,,,COMPONENT,,,,,,31-12-2021 00:00,,sys2137
90537,,Contract,2016-06-30,5.25,,3.74,MAR-29-2020,JUN-30-2016,,,,,,COMPONENT,,,,,,31-12-2022 00:00,,sys2006
39397,,HBS,2016-06-30,5.25,,2.24,SEP-29-2018,JUN-30-2016,,,,,,COMPONENT,,,,,,,,sys2079
33950,Purchase,Contract,2016-06-30,5.25,,2.75,APR-03-2019,JUN-30-2016,JUN-23-2016,,,MAY-17-2017,NOV-16-2017,CONTRACTS,Expired,184.0,17:08.0,00:00.0,,6/3/2024 6:00,6.0,sys48
83524,,Contract,2016-07-03,5.24,,2.75,APR-06-2019,JUN-27-2017,,,,,,COMPONENT,,,,,,31-05-2022 00:00,,sys2521
145869,,Contract,2016-07-05,5.24,,0.81,APR-30-2017,SEP-28-2016,,,,JAN-01-2020,DEC-31-2020,CONTRACTS,Expired,366.0,,,,31-12-2021 00:00,12.0,sys2192
19939,Purchase,Contract,2016-07-08,5.23,,0.81,MAY-03-2017,JUL-28-2016,JUN-24-2016,,,JUL-14-2017,JUN-30-2026,CONTRACTS,Active,3274.0,00:00.0,00:00.0,,30-06-2026 17:00,107.58063999999999,sys571
129400,Purchase,Contract,2016-07-09,5.23,,5.05,JUL-28-2021,JUL-17-2016,JUN-16-2016,,,,,COMPONENT,,,,,,14-07-2022 05:00,,sys139
87789,,Contract,2016-07-13,5.21,,3.74,APR-11-2020,JUL-21-2016,,,,,,COMPONENT,,,,,,31-08-2022 00:00,,sys1876
13948,Purchase,Contract,2016-07-13,5.21,,2.75,APR-16-2019,JUL-13-2016,JUN-22-2016,,,,,COMPONENT,,,,,,30-06-2026 17:00,,sys484
23118,,Contract,2016-07-13,5.21,,0.81,MAY-08-2017,AUG-29-2016,,,,AUG-17-2021,AUG-16-2022,CONTRACTS,Active,365.0,,,,16-08-2023 00:00,12.0,sys819
144091,,Contract,2016-07-18,5.2,,3.74,APR-16-2020,AUG-05-2016,APR-22-2016,,,JUL-19-2020,JUL-18-2021,CONTRACTS,Active,365.0,,,,18-07-2022 00:00,12.0,sys921
93762,,Contract,2016-07-19,5.2,,1.44,DEC-29-2017,,JUL-19-2016,,,,,COMPONENT,,,,,,1/7/2023 0:00,,sys1738
14743,,Contract,2016-07-22,5.19,,0.81,MAY-17-2017,AUG-30-2016,JUL-01-2016,,,,,COMPONENT,,,,,,31-07-2022 00:00,,sys1514
82828,,Contract,2016-07-22,5.19,,3.74,APR-20-2020,JUL-29-2016,MAY-18-2016,,,,,COMPONENT,,,,,,31-07-2023 00:00,,sys695
21079,,Contract,2016-07-22,5.19,,2.53,FEB-03-2019,SEP-29-2016,MAR-07-2016,,,,,COMPONENT,,,,,,31-01-2022 00:00,,sys179
70256,,Contract,2016-07-23,5.19,,2.75,APR-26-2019,SEP-29-2016,,,,,,COMPONENT,,,,,,31-12-2021 00:00,,sys2102
139782,,Contract,2016-07-26,5.18,,0.81,MAY-21-2017,SEP-27-2016,,,,,,WARRANTY,,,,,,31-12-2021 00:00,,sys2350
130909,Purchase,Contract,2016-07-26,5.18,,3.74,APR-24-2020,JUL-25-2016,JUN-22-2016,,,AUG-01-2017,AUG-31-2018,CONTRACTS,Terminated,396.0,15:00.0,00:00.0,00:00.0,31-08-2025 17:00,13.0,sys7
94337,Purchased,Contract,2016-08-04,5.15,,2.75,MAY-08-2019,AUG-08-2016,JAN-01-2016,,,AUG-04-2018,AUG-03-2019,CONTRACTS,Contract - Active,365.0,,,,31-12-2023 00:00,12.0,sys759
106870,Purchase,Contract,2016-08-04,5.15,,1.44,JAN-14-2018,AUG-03-2016,MAR-16-2016,,,FEB-14-2018,APR-19-2024,CONTRACTS,,,17:08.0,00:00.0,,19-04-2024 17:00,,sys77
42811,Purchase,Contract,2016-08-04,5.15,,5.05,AUG-23-2021,AUG-20-2016,JUN-01-2016,,,AUG-10-2017,AUG-09-2024,CONTRACTS,Active,2557.0,17:08.0,17:08.0,,9/8/2024 5:00,84.0,sys387
102455,,Contract,2016-08-05,5.15,,0.81,MAY-31-2017,AUG-24-2016,AUG-01-2016,,,FEB-23-2018,FEB-22-2019,CONTRACTS,Active,365.0,,,,22-02-2022 00:00,12.0,sys850
91719,,Contract,2016-08-05,5.15,,2.53,FEB-17-2019,,AUG-05-2016,,,SEP-01-2019,SEP-30-2020,CONTRACTS,Expired,396.0,,,,31-03-2023 00:00,13.0,sys97
4878,,Contract,2016-08-07,5.15,,3.97,JUL-28-2020,SEP-26-2016,,,,MAR-01-2021,FEB-28-2022,CONTRACTS,Active,365.0,00:00.0,00:00.0,,28-02-2023 00:00,12.0,sys1801
104920,,HBS,2016-08-08,5.14,,3.74,MAY-07-2020,AUG-30-2016,,,,AUG-30-2017,FEB-28-2018,CONTRACTS,Active,183.0,00:00.0,00:00.0,,24-08-2021 00:00,6.06451,sys1602
43535,,Contract,2016-08-08,5.14,,0.81,JUN-03-2017,AUG-11-2016,JUL-08-2016,,,,,COMPONENT,,,,,,8/8/2022 0:00,,sys1114
111929,,Contract,2016-08-10,5.14,,2.24,NOV-09-2018,AUG-12-2015,,AUG-10-2016,AUG-30-2016,,,WARRANTY,,,,,,31-12-2021 00:00,,sys2011
85539,Lease,Contract,2016-08-14,5.13,,3.97,AUG-04-2020,,AUG-10-2016,,,,,COMPONENT,,,,,,14-08-2022 00:00,,sys1229
115002,,Contract,2016-08-15,5.12,,3.97,AUG-05-2020,,AUG-11-2016,,,AUG-17-2016,AUG-31-2017,CONTRACTS,Expired,380.0,,,,31-03-2022 00:00,12.48387,sys1175
41635,,Contract,2016-08-16,5.12,,3.97,AUG-06-2020,,AUG-13-2016,,,,,COMPONENT,,,,,,31-03-2022 00:00,,sys996
14697,,HBS,2016-08-17,5.12,,0.81,JUN-12-2017,SEP-27-2016,JUL-12-2016,,,,,COMPONENT,,,,,,13-09-2021 00:00,,sys732
81096,Purchase,Contract,2016-08-19,5.11,,5.05,SEP-07-2021,AUG-31-2016,JUL-21-2016,,,MAY-01-2018,APR-30-2025,CONTRACTS,,,17:08.0,00:00.0,,30-04-2025 05:00,,sys325
149251,,Contract,2016-08-22,5.1,,5.05,SEP-10-2021,FEB-24-2017,,,,,,COMPONENT,,,,,,31-12-2021 00:00,,sys2170
13325,,,2016-08-22,5.1,,5.05,SEP-10-2021,FEB-24-2017,,,,JAN-01-2021,JUN-30-2021,CONTRACTS,Active,181.0,00:00.0,00:00.0,,30-06-2021 00:00,6.0,sys2201
35543,,Contract,2016-08-29,5.09,,0.4,JAN-23-2017,SEP-27-2016,JUL-22-2016,,,,,COMPONENT,,,,,,15-09-2022 00:00,,sys812
124664,,HBS,2016-08-29,5.09,,3.74,MAY-28-2020,AUG-31-2016,JUL-13-2016,,,,,COMPONENT,,,,,,31-08-2021 00:00,,sys1705
75562,,Contract,2016-08-31,5.08,,0.81,JUN-26-2017,AUG-31-2016,JUL-04-2016,,,JAN-01-2020,DEC-31-2020,CONTRACTS,Active,366.0,,,,31-03-2022 00:00,12.0,sys1063
55644,,HBS,2016-09-01,5.08,,0.61,APR-15-2017,,,,,,,COMPONENT,,,,,,22-09-2020 00:00,,sys2139
34215,,HBS,2016-09-02,5.07,,0.81,JUN-28-2017,SEP-23-2016,,,,,,COMPONENT,,,,,,30-11-2020 00:00,,sys1964
128613,,Contract,2016-09-06,5.06,,2.75,JUN-10-2019,,SEP-06-2016,,,SEP-26-2021,SEP-25-2022,CONTRACTS,Accepted,365.0,,,,25-09-2022 00:00,12.0,sys2522
160043,,Contract,2016-09-08,5.06,,3.74,JUN-07-2020,AUG-16-2016,,,,AUG-01-2021,DEC-07-2021,CONTRACTS,Active,129.0,00:00.0,00:00.0,,7/12/2021 0:00,4.2258,sys2001
45775,,Contract,2016-09-12,5.05,,0.4,FEB-06-2017,NOV-29-2016,JUL-29-2016,,,,,COMPONENT,,,,,,17-11-2021 00:00,,sys932
151821,,HBS,2016-09-13,5.04,,0.81,JUL-09-2017,,,,,,,COMPONENT,,,,,,12/9/2021 0:00,,sys1998
76814,,Contract,2016-09-14,5.04,,0.81,JUL-10-2017,SEP-14-2016,,,,,,COMPONENT,,,,,,31-12-2021 00:00,,sys2037
57808,,Contract,2016-09-15,5.04,,1.44,FEB-25-2018,,SEP-15-2016,,,,,COMPONENT,,,,,,31-10-2022 00:00,,sys1758
33116,,HBS,2016-09-16,5.04,,3.74,JUN-15-2020,SEP-27-2016,AUG-16-2016,,,,,COMPONENT,,,,,,18-09-2021 00:00,,sys977
36573,Purchased,Contract,2016-09-16,5.04,,2.75,JUN-20-2019,SEP-16-2016,JAN-01-2016,,,,,COMPONENT,,,,,,12/9/2023 0:00,,sys734
116570,,HBS,2016-09-16,5.04,,3.74,JUN-15-2020,SEP-28-2016,AUG-12-2016,,,,,COMPONENT,,,,,,26-09-2021 00:00,,sys773
59870,,Contract,2016-09-19,5.03,,3.97,SEP-09-2020,,SEP-16-2016,,,APR-01-2019,MAR-31-2021,CONTRACTS,Expired,731.0,,,,31-03-2023 00:00,24.0,sys1218
148793,,Contract,2016-09-19,5.03,,0.81,JUL-15-2017,SEP-30-2016,JUL-28-2016,,,SEP-30-2017,DEC-31-2017,CONTRACTS,Active,93.0,,,,29-09-2022 00:00,3.06451,sys671
136890,,HBS,2016-09-20,5.03,,1.75,JUN-23-2018,,,SEP-20-2016,SEP-19-2017,,,WARRANTY,,,,,,,,sys2275
103250,,HBS,2016-09-20,5.03,,0.81,JUL-16-2017,SEP-22-2016,,,,JAN-01-2018,DEC-31-2018,CONTRACTS,Active,365.0,00:00.0,00:00.0,,20-09-2021 00:00,12.0,sys1971
15283,,Contract,2016-09-22,5.02,,1.46,MAR-12-2018,SEP-22-2016,,,,,,WARRANTY,,,,,,21-09-2022 00:00,,sys1987
122444,Purchase,Contract,2016-09-22,5.02,,2.75,JUN-26-2019,OCT-03-2016,JAN-21-2016,,,SEP-28-2017,JUL-31-2026,CONTRACTS,,,15:00.0,00:00.0,,31-07-2026 17:00,,sys438
49282,,Contract,2016-09-23,5.02,,3.74,JUN-22-2020,SEP-23-2016,,,,,,COMPONENT,,,,,,31-12-2021 00:00,,sys1764
12437,Lease,Contract,2016-09-23,5.02,,4.87,AUG-09-2021,SEP-28-2016,AUG-30-2016,,,,,COMPONENT,,,,,,31-01-2025 06:00,,sys354
124738,,Extended Warranty,2016-09-24,5.01,,3.97,SEP-14-2020,,SEP-22-2016,SEP-28-2016,SEP-30-2017,,,WARRANTY,,,,,,30-09-2022 00:00,,sys1117
11233,,HBS,2016-09-26,5.01,,2.75,JUN-30-2019,SEP-27-2016,,,,SEP-09-2020,SEP-08-2021,CONTRACTS,Active,365.0,00:00.0,00:00.0,,8/9/2021 0:00,12.0,sys2351
105483,Purchase,Contract,2016-09-26,5.01,,5.05,OCT-15-2021,SEP-14-2016,AUG-17-2016,,,DEC-04-2017,MAY-31-2021,CONTRACTS,,,17:08.0,00:00.0,,31-05-2022 17:00,,sys188
142124,,Contract,2016-09-27,5.01,,3.74,JUN-26-2020,SEP-27-2016,,,,,,COMPONENT,,,,,,31-12-2022 00:00,,sys1579
45644,,Contract,2016-09-27,5.01,,2.75,JUL-01-2019,DEC-26-2016,,,,,,COMPONENT,,,,,,23-01-2027 00:00,,sys1721
18352,,Contract,2016-09-28,5.0,,0.81,JUL-24-2017,SEP-28-2016,,,,,,COMPONENT,,,,,,9/9/2024 0:00,,sys2047
50919,,Contract,2016-09-28,5.0,,0.4,FEB-22-2017,SEP-21-2016,,,,JAN-01-2018,DEC-31-2018,CONTRACTS,Active,365.0,00:00.0,00:00.0,,31-12-2023 00:00,12.0,sys1510
137111,,Contract,2016-09-29,5.0,,3.74,JUN-28-2020,SEP-29-2016,,,,,,COMPONENT,,,,,,31-12-2021 00:00,,sys2042
160013,,Contract,2016-09-29,5.0,,0.81,JUL-25-2017,SEP-29-2016,,,,JAN-01-2022,DEC-31-2022,CONTRACTS,Active,365.0,00:00.0,00:00.0,,31-12-2023 00:00,12.0,sys1788
10571,,Contract,2016-10-06,4.98,,1.44,MAR-18-2018,SEP-26-2016,SEP-20-2016,,,JAN-01-2021,AUG-09-2022,CONTRACTS,Accepted,586.0,,,,9/8/2022 0:00,19.29032,sys253
28540,Purchase,Contract,2016-10-07,4.98,,4.36,FEB-18-2021,MAR-25-2014,MAR-24-2014,,,JAN-01-2020,MAR-31-2022,CONTRACTS,Active,821.0,17:08.0,00:00.0,,31-03-2022 17:00,27.0,sys138
27477,,Contract,2016-10-08,4.98,,0.81,AUG-03-2017,SEP-08-2016,,,,AUG-01-2022,SEP-08-2022,CONTRACTS,Active,39.0,00:00.0,00:00.0,,8/9/2022 0:00,1.25806,sys1908
159309,,Contract,2016-10-10,4.97,,1.95,SEP-25-2018,MAR-27-2014,JAN-26-2014,,,JAN-01-2019,DEC-31-2019,CONTRACTS,Active,365.0,,,,12/2/2025 0:00,12.0,sys1449
47063,Purchased,Contract,2016-10-11,4.97,,2.75,JUL-15-2019,DEC-18-2016,JAN-01-2016,,,,,COMPONENT,,,,,,30-11-2023 00:00,,sys1251
27260,,Contract,2016-10-14,4.96,,3.97,OCT-04-2020,,OCT-10-2016,,,,,COMPONENT,,,,,,31-10-2021 00:00,,sys1073
94216,,Contract,2016-10-14,4.96,,3.97,OCT-04-2020,,OCT-11-2016,,,,,COMPONENT,,,,,,31-10-2022 00:00,,sys761
49542,,Contract,2016-10-21,4.94,,0.81,AUG-16-2017,OCT-21-2016,,OCT-21-2016,OCT-20-2017,,,WARRANTY,,,,,,31-12-2021 00:00,,sys2083
8317,,Contract,2016-10-26,4.93,,3.97,OCT-16-2020,,OCT-23-2016,,,,,COMPONENT,,,,,,31-10-2022 00:00,,sys1349
103644,Purchase,Contract,2016-10-26,4.93,,5.05,NOV-14-2021,OCT-26-2016,SEP-26-2016,,,JUL-01-2018,MAR-31-2018,CONTRACTS,,,17:08.0,00:00.0,,8/3/2026 17:00,,sys19
129890,,HBS,2016-10-28,4.92,,1.44,APR-09-2018,OCT-31-2016,SEP-02-2016,OCT-29-2016,OCT-27-2017,,,WARRANTY,,,,,,,,sys2659
96679,,Extended Warranty,2016-10-28,4.92,,0.81,AUG-23-2017,SEP-30-2016,,,,,,COMPONENT,,,,,,27-10-2026 00:00,,sys1570
48915,,Contract,2016-10-28,4.92,,1.44,APR-09-2018,DEC-26-2016,SEP-26-2016,,,,,COMPONENT,,,,,,31-01-2022 00:00,,sys960
112957,,Contract,2016-10-28,4.92,,1.44,APR-09-2018,,OCT-28-2016,,,,,COMPONENT,,,,,,30-06-2022 00:00,,sys130
125481,,Contract,2016-10-28,4.92,,0.81,AUG-23-2017,NOV-22-2016,JUL-04-2016,,,JAN-01-2020,DEC-31-2020,CONTRACTS,Active,366.0,,,,4/10/2022 0:00,12.0,sys637
82890,,Contract,2016-11-02,4.91,,3.74,AUG-01-2020,NOV-30-2016,OCT-09-2016,,,,,WARRANTY,,,,,,29-11-2021 00:00,,sys908
67581,,Contract,2016-11-02,4.91,,1.44,APR-14-2018,DEC-29-2016,SEP-09-2016,,,,,COMPONENT,,,,,,30-06-2022 00:00,,sys627
85409,,Contract,2016-11-07,4.89,,3.97,OCT-28-2020,,NOV-02-2016,,,,,COMPONENT,,,,,,30-11-2022 00:00,,sys1331
18802,,HBS,2016-11-09,4.89,,0.81,SEP-04-2017,NOV-23-2016,,,,,,COMPONENT,,,,,,30-11-2020 00:00,,sys2148
157934,,Contract,2016-11-11,4.88,,3.97,NOV-01-2020,,NOV-08-2016,,,NOV-29-2016,NOV-30-2017,CONTRACTS,Expired,367.0,,,,30-11-2026 00:00,12.09677,sys1145
143510,Purchased,Contract,2016-11-13,4.88,,2.75,AUG-17-2019,NOV-13-2016,JAN-01-2016,,,NOV-13-2018,NOV-12-2021,CONTRACTS,Contract - Active,1096.0,,,,12/11/2021 0:00,36.0,sys800
155152,,HBS,2016-11-15,4.87,,4.0,NOV-17-2020,,,,,,,COMPONENT,,,,,,,,sys2341
26847,,Contract,2016-11-16,4.87,,2.75,AUG-20-2019,DEC-26-2016,,,,,,COMPONENT,,,,,,31-12-2023 00:00,,sys1875
129310,,HBS,2016-11-18,4.86,,2.75,AUG-22-2019,,,,,,,COMPONENT,,,,,,,,sys2382
41867,,Contract,2016-11-21,4.86,,0.77,SEP-01-2017,,,,,,,COMPONENT,,,,,,31-12-2022 00:00,,sys1557
79162,,HBS,2016-11-22,4.85,,2.75,AUG-26-2019,,,,,,,COMPONENT,,,,,,,,sys2256
15093,,HBS,2016-11-25,4.84,,2.75,AUG-29-2019,DEC-05-2016,,,,,,COMPONENT,,,,,,17-06-2021 00:00,,sys2599
98992,,Contract,2016-11-28,4.84,,3.97,NOV-18-2020,,NOV-22-2016,,,,,COMPONENT,,,,,,31-12-2026 00:00,,sys1188
7981,Purchase,Contract,2016-11-29,4.83,,5.05,DEC-18-2021,OCT-31-2016,JUL-27-2016,,,OCT-06-2017,FEB-28-2018,CONTRACTS,,,15:00.0,00:00.0,,31-05-2025 05:00,,sys90
94150,,Contract,2016-11-30,4.83,,3.74,AUG-29-2020,NOV-30-2016,,NOV-30-2016,NOV-29-2017,,,WARRANTY,,,,,,31-12-2021 00:00,,sys1936
150140,Purchased,Contract,2016-12-01,4.83,,2.75,SEP-04-2019,DEC-05-2016,JAN-01-2016,,,,,COMPONENT,,,,,,30-11-2024 00:00,,sys863
102010,,Contract,2016-12-02,4.83,,4.38,APR-21-2021,DEC-06-2016,,,,,,COMPONENT,,,,,,2/2/2023 0:00,,sys1799
76846,,Contract,2016-12-02,4.83,,2.75,SEP-05-2019,SEP-29-2016,,,,,,COMPONENT,,,,,,31-12-2026 00:00,,sys1858
101303,,Contract,2016-12-05,4.82,,2.75,SEP-08-2019,DEC-29-2016,,,,,,WARRANTY,,,,,,31-12-2023 00:00,,sys1935
73002,,Contract,2016-12-09,4.81,,0.81,OCT-04-2017,DEC-20-2016,OCT-18-2016,,,DEC-09-2018,DEC-08-2019,CONTRACTS,Active,365.0,,,,8/12/2023 0:00,12.0,sys854
